id;edad;genero;ocupacion;ingreso_mensual;frecuencia_entrenamiento;tiempo_sesion_min;tipo_entrenamiento;objetivo_principal;motivacion;barreras;usa_app_fitness;nivel_tecnologia;disposicion_pago;lugar_preferido
841;41;M;profesional;2474894;4;58;yoga;bajar_peso;social;conocimiento;False;medio;alta;gimnasio
842;35;M;profesional;1693595;4;52;funcional;ganar_musculo;estetica;dinero;False;bajo;baja;gimnasio
843;29;M;estudiante;592803;3;87;pesas;ganar_musculo;estetica;desmotivacion;True;medio;media;aire_libre
844;38;F;profesional;1249132;2;56;;bienestar;mental;tiempo;True;medio;media;gimnasio
845;27;M;profesional;1233791;4;49;cardio;bajar_peso;salud;desmotivacion;True;alto;alta;gimnasio
846;22;M;estudiante;438081;4;88;pesas;ganar_musculo;estetica;desmotivacion;True;alto;media;aire_libre
847;36;F;profesional;1139781;3;52;yoga;desconocido;salud;desmotivacion;True;alto;baja;casa
848;20;F;estudiante;620979;3;57;pilates;bienestar;mental;dinero;True;alto;baja;casa
849;59;M;jubilado;821226;3;82;pesas;salud;medica;conocimiento;False;bajo;baja;casa
850;58;M;profesional;1202629;3;41;cardio;rehabilitacion;medica;dinero;False;bajo;media;gimnasio
851;38;F;profesional;1167149;4;46;yoga;bajar_peso;otro;tiempo;True;medio;media;casa
852;46;M;profesional;1736903;3;72;pesas;bienestar;salud;conocimiento;False;medio;media;casa
853;39;F;profesional;2168520;4;41;cardio;bajar_peso;salud;tiempo;True;bajo;media;casa
854;18;M;estudiante;402036;3;63;pesas;estetica;estetica;tiempo;True;alto;alta;gimnasio
855;31;M;profesional;1994904;2;35;cardio;salud;mental;dinero;True;alto;alta;casa
856;26;F;profesional;2098629;2;45;pilates;bajar_peso;mental;tiempo;False;alto;media;casa
857;22;M;profesional;1361534;4;79;pesas;ganar_musculo;estetica;dinero;True;alto;alta;casa
858;27;F;independiente;1633455;3;29;HIIT;bienestar;rendimiento;conocimiento;True;alto;media;gimnasio
859;37;M;profesional;2378919;3;48;funcional;bienestar;salud;conocimiento;True;alto;alta;casa
860;27;F;independiente;1094977;4;84;pesas;bajar_peso;estetica;conocimiento;True;medio;alta;aire_libre
861;40;M;profesional;2596263;4;50;cardio;bajar_peso;salud;tiempo;True;medio;alta;gimnasio
862;18;F;estudiante;553810;2;61;pesas;desconocido;mental;tiempo;True;medio;alta;gimnasio
863;64;M;jubilado;787583;4;58;funcional;desconocido;estetica;conocimiento;True;alto;media;gimnasio
864;20;M;estudiante;412456;2;45;yoga;salud;medica;dinero;False;alto;media;casa
865;56;M;profesional;1504128;2;57;funcional;salud;medica;tiempo;False;medio;alta;aire_libre
866;29;M;profesional;2196508;4;30;cardio;ganar_musculo;rendimiento;lesiones;False;medio;media;gimnasio
867;28;M;profesional;2258563;4;23;HIIT;ganar_musculo;estetica;desmotivacion;True;alto;baja;gimnasio
868;37;M;profesional;1614812;4;48;funcional;bajar_peso;salud;dinero;False;bajo;baja;gimnasio
869;26;M;profesional;1266579;4;22;HIIT;bajar_peso;salud;tiempo;True;medio;media;gimnasio
870;27;F;profesional;2390153;4;55;yoga;bajar_peso;salud;tiempo;False;bajo;alta;aire_libre
871;21;F;estudiante;505160;4;30;cardio;bienestar;salud;dinero;False;alto;alta;casa
872;33;F;profesional;2147400;5;55;pilates;bajar_peso;estetica;desmotivacion;True;bajo;alta;casa
873;19;F;estudiante;;4;50;cardio;bajar_peso;mental;tiempo;True;medio;media;gimnasio
874;41;F;independiente;1725179;3;34;cardio;bienestar;rendimiento;dinero;True;bajo;baja;casa
875;29;M;estudiante;503660;4;82;pesas;ganar_musculo;salud;dinero;False;bajo;baja;gimnasio
876;57;M;profesional;1851008;1;57;funcional;bienestar;mental;tiempo;True;alto;alta;casa
877;28;M;independiente;2082706;3;57;funcional;bajar_peso;rendimiento;tiempo;True;medio;alta;gimnasio
878;39;M;jubilado;856188;4;35;cardio;salud;medica;lesiones;True;bajo;alta;casa
879;34;M;profesional;2427384;3;34;cardio;bienestar;mental;tiempo;True;medio;alta;casa
880;44;M;independiente;812733;4;55;funcional;salud;estetica;tiempo;True;medio;media;aire_libre
881;48;F;profesional;2537712;4;50;funcional;bajar_peso;mental;tiempo;False;bajo;alta;gimnasio
882;33;M;profesional;2177894;4;34;cardio;desconocido;social;lesiones;True;medio;alta;casa
883;21;F;estudiante;310461;4;60;funcional;bienestar;salud;dinero;False;alto;baja;gimnasio
884;56;M;profesional;1282996;2;80;pesas;estetica;social;lesiones;True;medio;media;casa
885;56;F;jubilado;659391;3;45;funcional;rehabilitacion;estetica;lesiones;False;alto;baja;casa
886;19;M;estudiante;526990;1;49;cardio;desconocido;mental;dinero;True;alto;media;gimnasio
887;28;M;profesional;1075462;4;82;pesas;ganar_musculo;rendimiento;lesiones;True;medio;baja;gimnasio
888;53;F;profesional;1292175;3;49;yoga;salud;medica;tiempo;False;bajo;alta;casa
889;20;F;estudiante;424227;5;34;cardio;bajar_peso;rendimiento;conocimiento;False;medio;baja;casa
890;65;M;independiente;921947;1;47;pilates;salud;social;tiempo;True;medio;baja;gimnasio
891;25;M;profesional;2311667;4;46;pilates;ganar_musculo;rendimiento;tiempo;True;medio;alta;casa
892;19;F;profesional;2206772;3;65;pesas;estetica;estetica;tiempo;False;bajo;baja;casa
893;31;F;profesional;1894484;2;50;funcional;salud;estetica;desmotivacion;True;alto;alta;gimnasio
894;25;M;independiente;867670;4;56;yoga;bajar_peso;mental;tiempo;False;medio;baja;gimnasio
895;64;F;independiente;1645368;3;52;funcional;salud;salud;dinero;True;medio;alta;gimnasio
896;32;M;profesional;1845659;4;24;HIIT;bienestar;estetica;tiempo;False;medio;media;gimnasio
897;57;F;profesional;2387836;2;36;cardio;desconocido;salud;tiempo;True;bajo;alta;casa
898;33;F;profesional;2272604;4;47;yoga;desconocido;otro;tiempo;True;medio;media;aire_libre
899;37;F;independiente;1211522;3;48;yoga;bienestar;salud;desmotivacion;True;medio;media;casa
900;30;M;independiente;1475039;5;89;pesas;ganar_musculo;estetica;lesiones;True;medio;alta;aire_libre
901;62;M;jubilado;702629;4;52;yoga;estetica;salud;conocimiento;False;bajo;media;aire_libre
902;35;F;independiente;1580886;2;38;cardio;salud;salud;conocimiento;True;medio;media;aire_libre
903;29;M;profesional;1123776;4;90;pesas;ganar_musculo;rendimiento;desmotivacion;True;medio;baja;aire_libre
904;43;F;independiente;1149406;2;54;yoga;salud;mental;tiempo;False;bajo;media;gimnasio
905;45;F;profesional;1783070;4;80;pesas;ganar_musculo;estetica;lesiones;True;alto;alta;gimnasio
906;30;F;profesional;1578707;4;40;cardio;bajar_peso;salud;tiempo;True;alto;media;gimnasio
907;31;M;independiente;2055448;4;31;cardio;bajar_peso;mental;tiempo;True;alto;alta;casa
908;47;F;independiente;1092756;2;43;cardio;desconocido;mental;lesiones;True;alto;alta;gimnasio
909;25;M;profesional;1830451;4;67;pesas;ganar_musculo;estetica;conocimiento;True;medio;media;casa
910;35;M;independiente;1789086;2;57;funcional;salud;estetica;dinero;True;alto;media;gimnasio
911;41;M;profesional;2348455;2;50;funcional;bienestar;mental;dinero;True;alto;alta;casa
912;23;M;estudiante;591641;1;42;cardio;bienestar;mental;dinero;True;alto;media;aire_libre
913;22;M;estudiante;512698;4;83;pesas;ganar_musculo;social;dinero;True;alto;baja;aire_libre
914;44;M;profesional;1169717;4;50;funcional;estetica;estetica;tiempo;True;medio;alta;gimnasio
915;61;M;jubilado;604867;2;37;cardio;rehabilitacion;medica;dinero;True;bajo;alta;aire_libre
916;18;M;profesional;1575104;4;66;pesas;ganar_musculo;estetica;tiempo;True;bajo;media;gimnasio
917;29;F;estudiante;318346;4;20;HIIT;bajar_peso;social;desmotivacion;True;medio;baja;gimnasio
918;18;F;estudiante;603970;4;57;yoga;bajar_peso;salud;tiempo;True;medio;alta;casa
919;42;F;jubilado;702388;1;28;HIIT;desconocido;mental;desmotivacion;False;bajo;media;gimnasio
920;58;M;independiente;2063530;3;46;yoga;bajar_peso;mental;desmotivacion;True;alto;alta;gimnasio
921;32;M;profesional;1778614;4;41;cardio;bienestar;mental;desmotivacion;True;medio;alta;gimnasio
922;42;M;profesional;2000632;3;81;pesas;salud;salud;tiempo;True;alto;alta;gimnasio
923;37;M;profesional;1401061;2;88;pesas;desconocido;rendimiento;tiempo;True;medio;media;aire_libre
924;18;M;estudiante;588593;4;31;HIIT;ganar_musculo;estetica;dinero;True;medio;media;aire_libre
925;41;F;profesional;1948415;4;45;yoga;salud;medica;desmotivacion;False;medio;baja;gimnasio
926;52;F;profesional;1807183;4;45;yoga;bajar_peso;salud;conocimiento;True;alto;alta;casa
927;46;F;profesional;1374408;3;58;yoga;rehabilitacion;medica;tiempo;True;alto;baja;casa
928;44;F;profesional;1119402;3;43;cardio;salud;mental;conocimiento;True;medio;media;casa
929;32;M;profesional;2022253;3;48;funcional;salud;medica;conocimiento;True;medio;media;casa
930;32;F;profesional;2476479;1;59;yoga;bienestar;mental;dinero;True;medio;alta;gimnasio
931;34;F;independiente;2070913;3;31;cardio;salud;medica;dinero;True;medio;alta;aire_libre
932;19;M;estudiante;552783;2;50;funcional;estetica;mental;desmotivacion;True;alto;baja;gimnasio
933;42;F;profesional;2593124;3;60;funcional;salud;otro;desmotivacion;True;bajo;media;gimnasio
934;22;M;estudiante;584942;5;90;pesas;ganar_musculo;estetica;dinero;True;alto;media;gimnasio
935;38;M;independiente;1001466;2;60;funcional;salud;salud;dinero;True;alto;media;casa
936;31;F;profesional;1424562;4;53;yoga;bajar_peso;salud;conocimiento;True;alto;alta;casa
937;57;F;profesional;2007449;4;47;cardio;rehabilitacion;medica;tiempo;True;medio;alta;gimnasio
938;43;F;independiente;1786874;4;37;cardio;bajar_peso;mental;conocimiento;False;medio;media;gimnasio
939;45;M;independiente;833819;4;60;funcional;bienestar;estetica;tiempo;True;alto;baja;aire_libre
940;65;M;jubilado;526531;4;49;funcional;bajar_peso;salud;lesiones;True;bajo;alta;casa
941;29;F;independiente;1416140;3;49;yoga;bienestar;rendimiento;dinero;True;alto;alta;casa
942;40;M;independiente;873581;3;52;funcional;salud;salud;tiempo;True;alto;media;aire_libre
943;30;F;profesional;1553459;5;36;cardio;bajar_peso;rendimiento;dinero;True;medio;media;casa
944;40;F;profesional;2195292;4;25;HIIT;estetica;estetica;conocimiento;True;alto;media;aire_libre
945;31;F;profesional;2191579;2;57;funcional;salud;medica;tiempo;True;medio;alta;casa
946;62;F;profesional;2223863;3;48;funcional;rehabilitacion;otro;desmotivacion;True;medio;alta;casa
947;19;F;profesional;1114299;4;58;yoga;bajar_peso;salud;tiempo;True;alto;baja;gimnasio
948;35;F;jubilado;777262;2;52;yoga;salud;salud;lesiones;True;medio;media;gimnasio
949;28;F;independiente;1503779;1;60;funcional;rehabilitacion;mental;lesiones;True;alto;alta;gimnasio
950;28;F;estudiante;390986;4;44;cardio;bajar_peso;estetica;conocimiento;True;medio;alta;aire_libre
951;23;F;estudiante;501575;4;88;pesas;bajar_peso;salud;tiempo;True;medio;media;gimnasio
952;44;F;profesional;1502445;5;70;pesas;bajar_peso;estetica;conocimiento;True;alto;alta;gimnasio
953;48;F;independiente;826001;3;41;cardio;bienestar;salud;tiempo;True;medio;media;casa
954;51;F;profesional;1627249;4;51;funcional;salud;medica;desmotivacion;False;alto;baja;casa
955;28;F;independiente;893728;4;58;pilates;bajar_peso;salud;tiempo;True;medio;baja;casa
956;29;F;estudiante;348376;4;45;cardio;ganar_musculo;mental;tiempo;True;medio;baja;gimnasio
957;28;M;estudiante;353220;4;47;cardio;bajar_peso;estetica;dinero;True;alto;media;gimnasio
958;24;F;estudiante;310862;4;49;cardio;bienestar;salud;desmotivacion;False;alto;baja;gimnasio
959;28;F;profesional;2496170;4;85;pesas;ganar_musculo;estetica;tiempo;True;alto;media;gimnasio
960;41;M;profesional;2475477;3;73;pesas;bajar_peso;mental;conocimiento;False;bajo;baja;gimnasio
961;18;F;estudiante;492676;3;30;cardio;salud;medica;dinero;True;medio;baja;casa
962;52;M;independiente;1092603;3;59;funcional;salud;medica;tiempo;True;medio;media;casa
963;27;F;estudiante;376303;3;58;yoga;bajar_peso;estetica;dinero;False;medio;media;gimnasio
964;53;F;independiente;1876046;3;47;cardio;salud;medica;tiempo;True;alto;alta;gimnasio
965;33;F;profesional;1700534;4;59;yoga;bajar_peso;salud;tiempo;True;medio;media;casa
966;43;M;profesional;1198170;3;64;pesas;estetica;salud;conocimiento;True;bajo;baja;gimnasio
967;21;F;estudiante;323075;5;53;yoga;bajar_peso;estetica;desmotivacion;False;alto;media;casa
968;57;M;profesional;;4;85;pesas;estetica;rendimiento;tiempo;True;medio;media;gimnasio
969;62;M;jubilado;692850;3;53;yoga;bienestar;mental;lesiones;False;bajo;baja;gimnasio
970;25;F;estudiante;566776;3;49;yoga;desconocido;mental;desmotivacion;False;alto;baja;casa
971;28;F;estudiante;351693;4;60;pilates;bienestar;salud;dinero;True;medio;baja;casa
972;45;F;independiente;1125362;3;57;funcional;bienestar;mental;dinero;False;medio;media;aire_libre
973;49;F;independiente;1545363;3;58;funcional;salud;medica;desmotivacion;True;alto;alta;gimnasio
974;65;F;jubilado;647048;1;47;funcional;desconocido;mental;desmotivacion;True;medio;baja;casa
975;25;M;estudiante;320716;3;78;pesas;ganar_musculo;estetica;lesiones;True;medio;baja;gimnasio
976;22;F;estudiante;617806;4;57;funcional;ganar_musculo;estetica;dinero;True;medio;baja;gimnasio
977;52;F;profesional;1777418;2;66;pesas;rehabilitacion;mental;dinero;True;medio;alta;gimnasio
978;18;F;profesional;1309707;4;45;cardio;bajar_peso;mental;desmotivacion;True;alto;alta;casa
979;43;M;profesional;2611468;3;53;funcional;salud;medica;tiempo;True;alto;media;gimnasio
980;31;M;independiente;1642905;2;82;pesas;desconocido;salud;lesiones;True;alto;baja;gimnasio
981;20;F;estudiante;475403;2;58;yoga;bajar_peso;otro;conocimiento;False;alto;alta;gimnasio
982;30;M;profesional;1005740;3;53;funcional;salud;medica;desmotivacion;True;alto;baja;aire_libre
983;64;M;jubilado;803550;3;46;yoga;rehabilitacion;salud;conocimiento;False;bajo;alta;gimnasio
984;36;F;independiente;1755726;3;46;funcional;salud;salud;tiempo;False;bajo;media;gimnasio
985;41;F;profesional;1139278;2;58;funcional;salud;medica;tiempo;True;alto;baja;aire_libre
986;49;M;independiente;1915672;2;55;funcional;bienestar;mental;tiempo;True;bajo;media;aire_libre
987;21;F;estudiante;551587;4;88;pesas;ganar_musculo;rendimiento;tiempo;True;alto;baja;gimnasio
988;29;F;profesional;2150666;4;53;yoga;bajar_peso;social;lesiones;True;medio;alta;casa
989;26;F;independiente;1821120;4;72;pesas;estetica;estetica;desmotivacion;True;medio;alta;gimnasio
990;25;M;profesional;1181244;5;84;pesas;ganar_musculo;rendimiento;tiempo;True;bajo;alta;casa
991;61;F;jubilado;825621;4;52;funcional;bienestar;salud;conocimiento;True;medio;baja;aire_libre
992;53;M;profesional;2582224;3;56;funcional;salud;salud;tiempo;False;alto;media;gimnasio
993;50;M;profesional;1321406;2;55;funcional;salud;salud;lesiones;True;medio;baja;gimnasio
994;50;F;profesional;2081896;4;57;funcional;salud;otro;tiempo;False;alto;alta;casa
995;46;M;profesional;2249481;3;23;HIIT;salud;medica;desmotivacion;True;alto;alta;casa
996;30;F;profesional;2208822;5;47;yoga;bajar_peso;rendimiento;tiempo;True;alto;alta;casa
997;43;F;profesional;1705198;2;46;funcional;rehabilitacion;estetica;tiempo;True;alto;alta;gimnasio
998;55;F;profesional;1984032;1;55;funcional;salud;social;dinero;True;medio;media;casa
999;36;M;profesional;1530957;5;53;funcional;ganar_musculo;rendimiento;tiempo;True;medio;media;gimnasio
1000;52;M;profesional;1586765;3;54;funcional;bajar_peso;salud;lesiones;True;medio;media;casa
1001;61;F;jubilado;400761;4;48;funcional;salud;medica;lesiones;False;bajo;media;gimnasio
1002;48;M;independiente;936553;3;86;pesas;salud;salud;desmotivacion;True;medio;media;aire_libre
1003;32;F;independiente;958461;2;50;cardio;bienestar;salud;tiempo;True;bajo;media;gimnasio
1004;28;F;independiente;1617400;2;54;yoga;bienestar;social;tiempo;True;alto;alta;casa
1005;29;F;profesional;1028872;4;53;pilates;bajar_peso;salud;tiempo;True;medio;baja;casa
1006;32;F;independiente;735957;3;68;pesas;bienestar;salud;dinero;True;medio;media;gimnasio
1007;49;M;profesional;1815629;3;25;HIIT;bienestar;mental;tiempo;True;medio;baja;aire_libre
1008;18;F;estudiante;590388;3;38;cardio;bienestar;salud;tiempo;True;alto;baja;gimnasio
1009;44;M;profesional;1886590;3;55;funcional;salud;medica;tiempo;True;medio;alta;gimnasio
1010;36;F;independiente;1244334;3;59;pilates;bienestar;salud;tiempo;True;medio;alta;aire_libre
1011;30;F;profesional;2232076;1;49;cardio;estetica;mental;tiempo;False;alto;baja;aire_libre
1012;53;M;independiente;1326439;3;51;yoga;rehabilitacion;salud;tiempo;True;alto;baja;gimnasio
1013;22;M;independiente;1282316;3;45;yoga;salud;salud;tiempo;True;alto;alta;gimnasio
1014;48;M;independiente;1221812;3;51;funcional;salud;salud;dinero;True;bajo;media;gimnasio
1015;51;F;profesional;1466950;3;35;cardio;salud;salud;dinero;True;medio;alta;casa
1016;19;M;estudiante;572767;4;55;funcional;bajar_peso;mental;lesiones;False;medio;media;casa
1017;63;M;jubilado;635436;3;30;cardio;bajar_peso;salud;lesiones;True;medio;media;gimnasio
1018;52;M;independiente;1036091;5;57;yoga;salud;salud;conocimiento;True;medio;media;gimnasio
1019;47;F;profesional;1634732;3;47;pilates;salud;salud;tiempo;True;medio;media;casa
1020;30;M;independiente;792313;3;59;funcional;ganar_musculo;estetica;dinero;False;medio;baja;casa
1021;40;F;independiente;1478577;4;47;yoga;ganar_musculo;rendimiento;conocimiento;True;alto;media;gimnasio
1022;54;F;independiente;1879094;4;45;yoga;bajar_peso;estetica;desmotivacion;True;bajo;baja;gimnasio
1023;26;M;profesional;1607884;5;60;funcional;ganar_musculo;rendimiento;desmotivacion;True;medio;media;casa
1024;24;M;profesional;1089044;4;88;pesas;bajar_peso;salud;tiempo;True;alto;alta;aire_libre
1025;30;M;profesional;1314485;3;81;pesas;ganar_musculo;estetica;tiempo;True;alto;alta;gimnasio
1026;22;F;estudiante;320644;5;45;funcional;bajar_peso;rendimiento;tiempo;True;medio;baja;casa
1027;63;F;jubilado;540409;3;83;pesas;ganar_musculo;rendimiento;tiempo;False;bajo;baja;aire_libre
1028;27;M;profesional;1522223;2;62;pesas;estetica;estetica;tiempo;True;medio;media;gimnasio
1029;37;M;independiente;2203693;3;58;funcional;salud;salud;desmotivacion;True;medio;alta;gimnasio
1030;46;F;profesional;2000102;2;31;cardio;rehabilitacion;mental;conocimiento;False;alto;media;aire_libre
1031;50;F;independiente;1447833;3;54;yoga;bienestar;salud;tiempo;False;alto;baja;gimnasio
1032;35;M;independiente;1546157;3;46;funcional;bienestar;mental;desmotivacion;True;alto;alta;gimnasio
1033;25;M;estudiante;407290;2;82;pesas;estetica;salud;dinero;True;medio;baja;gimnasio
1034;46;F;independiente;1819033;3;51;yoga;bajar_peso;mental;tiempo;True;medio;alta;gimnasio
1035;38;F;profesional;1126535;2;57;yoga;rehabilitacion;salud;conocimiento;False;medio;baja;casa
1036;63;M;jubilado;404394;4;48;pilates;bajar_peso;salud;lesiones;True;alto;baja;gimnasio
1037;35;F;profesional;2089949;5;45;yoga;ganar_musculo;rendimiento;lesiones;True;medio;media;aire_libre
1038;34;M;profesional;1121519;4;54;funcional;ganar_musculo;rendimiento;desmotivacion;True;alto;media;gimnasio
1039;25;M;profesional;1854126;4;68;pesas;ganar_musculo;rendimiento;tiempo;True;alto;alta;gimnasio
1040;18;M;profesional;1616454;3;52;funcional;salud;medica;tiempo;True;alto;media;casa
1041;25;F;estudiante;367521;3;71;pesas;salud;estetica;dinero;True;alto;baja;casa
1042;24;M;profesional;2436356;2;71;pesas;estetica;estetica;tiempo;True;medio;alta;casa
1043;41;M;profesional;2118569;2;46;yoga;rehabilitacion;otro;conocimiento;True;alto;alta;casa
1044;43;M;;;;52;yoga;bajar_peso;social;tiempo;True;alto;media;casa
1045;18;M;estudiante;309465;5;65;pesas;ganar_musculo;salud;desmotivacion;True;medio;baja;gimnasio
1046;29;M;estudiante;613445;5;39;cardio;bajar_peso;estetica;dinero;True;medio;baja;casa
1047;52;F;profesional;1434912;3;60;pesas;rehabilitacion;medica;tiempo;True;medio;baja;casa
1048;38;M;independiente;973597;4;77;pesas;ganar_musculo;estetica;lesiones;True;alto;alta;gimnasio
1049;35;M;profesional;1926385;3;52;funcional;bienestar;salud;tiempo;True;medio;alta;gimnasio
1050;44;M;independiente;1880503;4;58;funcional;ganar_musculo;otro;conocimiento;False;alto;alta;aire_libre
1051;23;M;profesional;1062788;3;68;pesas;ganar_musculo;estetica;desmotivacion;True;medio;media;gimnasio
1052;40;F;profesional;1527025;3;46;cardio;bienestar;salud;tiempo;True;alto;alta;gimnasio
1053;56;F;profesional;1560038;2;87;pesas;bienestar;estetica;tiempo;True;alto;baja;aire_libre
1054;28;F;profesional;2077723;2;51;funcional;salud;medica;conocimiento;True;alto;media;casa
1055;50;M;independiente;828790;2;55;yoga;rehabilitacion;medica;tiempo;True;alto;media;gimnasio
1056;23;M;independiente;1629696;4;74;pesas;ganar_musculo;rendimiento;tiempo;True;medio;alta;casa
1057;23;M;independiente;1545612;4;75;pesas;ganar_musculo;estetica;desmotivacion;True;medio;baja;aire_libre
1058;55;M;profesional;2262062;3;66;pesas;salud;salud;tiempo;True;alto;alta;aire_libre
1059;60;F;profesional;1424921;3;35;cardio;salud;medica;tiempo;False;alto;alta;gimnasio
1060;21;F;profesional;1499065;3;51;funcional;bajar_peso;estetica;lesiones;False;medio;alta;gimnasio
1061;39;F;profesional;1421464;2;38;cardio;salud;salud;lesiones;True;medio;alta;gimnasio
1062;29;M;profesional;2120260;4;30;cardio;bajar_peso;mental;tiempo;True;alto;media;gimnasio
1063;64;M;jubilado;729392;4;49;cardio;desconocido;estetica;desmotivacion;True;medio;baja;casa
1064;58;M;profesional;1241141;2;45;funcional;bienestar;mental;tiempo;True;medio;media;gimnasio
1065;41;F;independiente;997027;4;24;HIIT;bienestar;mental;tiempo;True;medio;alta;aire_libre
1066;51;M;profesional;1494335;4;45;funcional;salud;otro;desmotivacion;True;alto;media;gimnasio
1067;26;M;profesional;1315286;3;74;pesas;estetica;otro;tiempo;True;medio;baja;gimnasio
1068;43;M;profesional;1996777;4;55;funcional;ganar_musculo;social;tiempo;True;medio;baja;aire_libre
1069;48;M;profesional;2480020;3;47;yoga;desconocido;salud;desmotivacion;True;medio;alta;gimnasio
1070;33;F;jubilado;793831;2;57;yoga;bienestar;mental;tiempo;False;bajo;baja;casa
1071;57;F;independiente;1276507;3;75;pesas;bienestar;salud;dinero;True;medio;alta;gimnasio
1072;41;F;independiente;1073922;3;40;cardio;bienestar;otro;tiempo;True;bajo;alta;casa
1073;38;F;independiente;800835;3;46;funcional;ganar_musculo;salud;tiempo;False;medio;media;casa
1074;33;F;independiente;1485444;4;54;pilates;bajar_peso;estetica;tiempo;True;alto;alta;gimnasio
1075;65;M;jubilado;541165;3;63;pesas;salud;salud;tiempo;False;bajo;media;gimnasio
1076;23;M;estudiante;477150;3;48;cardio;ganar_musculo;estetica;lesiones;False;medio;baja;gimnasio
1077;34;M;profesional;1468825;4;53;yoga;salud;medica;tiempo;False;medio;baja;gimnasio
1078;35;M;independiente;2232592;5;47;funcional;salud;salud;conocimiento;True;alto;alta;aire_libre
1079;42;F;profesional;2601724;4;69;pesas;ganar_musculo;estetica;tiempo;True;alto;alta;gimnasio
1080;26;F;estudiante;624733;2;55;funcional;bienestar;salud;dinero;True;medio;baja;gimnasio
1081;27;M;profesional;1228809;5;23;HIIT;ganar_musculo;estetica;tiempo;True;alto;media;gimnasio
1082;44;M;profesional;2102590;5;34;cardio;salud;salud;conocimiento;True;alto;media;gimnasio
1083;61;F;profesional;2223828;3;40;cardio;rehabilitacion;medica;tiempo;True;medio;baja;casa
1084;59;M;profesional;2233799;4;54;funcional;ganar_musculo;mental;tiempo;True;alto;baja;casa
1085;61;M;jubilado;888937;2;52;pilates;salud;medica;lesiones;False;bajo;media;gimnasio
1086;36;M;independiente;887472;3;48;yoga;bienestar;salud;tiempo;True;alto;media;gimnasio
1087;44;F;profesional;2130370;5;29;HIIT;bajar_peso;estetica;dinero;False;alto;alta;aire_libre
1088;20;M;independiente;2175732;4;48;yoga;ganar_musculo;rendimiento;conocimiento;True;alto;alta;casa
1089;19;M;profesional;2352973;4;68;pesas;ganar_musculo;estetica;tiempo;True;alto;alta;gimnasio
1090;40;F;profesional;2088601;4;53;yoga;bajar_peso;salud;tiempo;True;alto;alta;casa
1091;42;F;profesional;2307828;4;52;yoga;bajar_peso;mental;desmotivacion;True;bajo;alta;casa
1092;37;M;jubilado;738386;5;50;cardio;bajar_peso;rendimiento;desmotivacion;True;bajo;media;aire_libre
1093;45;F;profesional;2430249;3;40;cardio;salud;medica;tiempo;False;bajo;media;gimnasio
1094;38;M;profesional;1416774;3;90;pesas;desconocido;rendimiento;tiempo;True;alto;media;gimnasio
1095;42;M;independiente;1216944;3;60;funcional;salud;medica;conocimiento;True;alto;media;casa
1096;32;M;independiente;1921099;3;59;funcional;salud;medica;tiempo;True;medio;baja;aire_libre
1097;48;F;independiente;1524061;2;48;yoga;desconocido;salud;tiempo;False;alto;media;gimnasio
1098;45;M;profesional;1202576;3;34;HIIT;bajar_peso;social;tiempo;True;alto;alta;gimnasio
1099;50;M;profesional;1646255;1;51;pilates;salud;mental;lesiones;True;medio;baja;gimnasio
1100;31;M;independiente;1903455;2;47;funcional;bienestar;rendimiento;conocimiento;True;alto;alta;casa
1101;44;M;independiente;938630;4;60;pesas;bajar_peso;salud;dinero;True;alto;baja;gimnasio
1102;23;M;estudiante;360382;4;82;pesas;ganar_musculo;estetica;dinero;True;alto;media;aire_libre
1103;47;F;independiente;2323531;2;59;funcional;rehabilitacion;medica;tiempo;True;alto;alta;casa
1104;53;M;independiente;1226647;3;45;funcional;salud;medica;tiempo;False;bajo;media;casa
1105;59;M;profesional;1591491;3;30;cardio;salud;medica;tiempo;True;alto;alta;aire_libre
1106;22;F;estudiante;610064;4;45;funcional;desconocido;estetica;desmotivacion;True;alto;media;aire_libre
1107;44;F;independiente;2019781;3;71;pesas;salud;medica;tiempo;True;medio;alta;gimnasio
1108;27;F;estudiante;339294;3;65;pesas;bajar_peso;social;dinero;True;medio;media;gimnasio
1109;27;M;estudiante;344760;3;88;pesas;ganar_musculo;estetica;dinero;False;alto;media;aire_libre
1110;57;M;independiente;2046457;4;88;pesas;ganar_musculo;estetica;tiempo;True;alto;alta;casa
1111;65;F;jubilado;812530;4;50;yoga;rehabilitacion;otro;lesiones;True;medio;media;casa
1112;47;M;profesional;2101606;3;58;funcional;salud;mental;tiempo;True;alto;alta;gimnasio
1113;26;F;profesional;1089387;4;23;HIIT;ganar_musculo;estetica;tiempo;True;medio;media;gimnasio
1114;28;F;profesional;1213209;4;53;yoga;bajar_peso;salud;dinero;True;alto;alta;casa
1115;26;M;estudiante;596291;1;45;cardio;bienestar;mental;tiempo;True;alto;alta;casa
1116;19;M;profesional;1420197;3;58;funcional;bienestar;social;dinero;True;medio;alta;aire_libre
1117;43;F;profesional;2095961;3;30;cardio;salud;medica;lesiones;True;alto;media;casa
1118;22;F;estudiante;432286;4;48;cardio;bajar_peso;mental;tiempo;True;alto;baja;aire_libre
1119;39;M;profesional;2520302;5;69;pesas;ganar_musculo;rendimiento;tiempo;True;bajo;media;aire_libre
1120;41;M;profesional;2135203;4;47;cardio;salud;salud;conocimiento;True;medio;alta;gimnasio
